celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week1_judge_score_sum,week1_judge_count,week1_judge_score_avg,week1_judge_score_avg_rank,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week2_judge_score_sum,week2_judge_count,week2_judge_score_avg,week2_judge_score_avg_rank,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week3_judge_score_sum,week3_judge_count,week3_judge_score_avg,week3_judge_score_avg_rank,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week4_judge_score_sum,week4_judge_count,week4_judge_score_avg,week4_judge_score_avg_rank,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week5_judge_score_sum,week5_judge_count,week5_judge_score_avg,week5_judge_score_avg_rank,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week6_judge_score_sum,week6_judge_count,week6_judge_score_avg,week6_judge_score_avg_rank,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week7_judge_score_sum,week7_judge_count,week7_judge_score_avg,week7_judge_score_avg_rank,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week8_judge_score_sum,week8_judge_count,week8_judge_score_avg,week8_judge_score_avg_rank,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week9_judge_score_sum,week9_judge_count,week9_judge_score_avg,week9_judge_score_avg_rank,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week10_judge_score_sum,week10_judge_count,week10_judge_score_avg,week10_judge_score_avg_rank,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week11_judge_score_sum,week11_judge_count,week11_judge_score_avg,week11_judge_score_avg_rank
Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,Eliminated Week 1,16,6.3333,7.3333,5.3333,N/A,18.9999,3,6.3333,15,0,0,0,N/A,0,3,0,15,0,0,0,N/A,0,3,0,14,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,Eliminated Week 3,12,8,7,7,N/A,22,3,7.3333,10,7,7,7,N/A,21,3,7,4,6,5,6,N/A,17,3,5.6667,10,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,9,Eliminated Week 6,9,8,8,8,N/A,24,3,8,9,7,6,6,N/A,19,3,6.3333,9,6,6,7,N/A,19,3,6.3333,8,9,9,10,N/A,28,3,9.3333,1,8,8,7,N/A,23,3,7.6667,7,8.3333,8.3333,7.3333,N/A,23.9999,3,8,8,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,9,Eliminated Week 7,6,9.6666,9.6666,9.6666,N/A,28.9998,3,9.6666,6,7,7,7,N/A,21,3,7,4,6,6,6,N/A,18,3,6,9,8,7,7,N/A,22,3,7.3333,7,9,9,8,N/A,26,3,8.6667,3,11,11,10,N/A,32,3,10.6667,4,7,7.5,7,N/A,21.5,3,7.1667,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,9,Eliminated Week 4,11,8,7,7,N/A,22,3,7.3333,10,6,7,6,N/A,19,3,6.3333,9,6,5,6,N/A,17,3,5.6667,10,6,5,6,N/A,17,3,5.6667,9,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,9,Eliminated Week 5,10,9.6666,8.6666,8.6666,N/A,26.9998,3,8.9999,7,7,7,7,N/A,21,3,7,4,9,8,9,N/A,26,3,8.6667,2,8,8,8,N/A,24,3,8,4,7,8,7,N/A,22,3,7.3333,8,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,9,Eliminated Week 6,8,8.6666,9.6666,8.6666,N/A,26.9998,3,8.9999,7,6,7,6,N/A,19,3,6.3333,9,8,5,7,N/A,20,3,6.6667,6,5,5,6,N/A,16,3,5.3333,10,7,8,7,N/A,22,3,7.3333,8,8,8,8,N/A,24,3,8,7,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,9,Eliminated Week 7,7,7,6,6,N/A,19,3,6.3333,14,7,7,6,N/A,20,3,6.6667,7,5,4,5,N/A,14,3,4.6667,13,5,6,5,N/A,16,3,5.3333,10,7,7,7,N/A,21,3,7,10,6.6666,8.6666,6.6666,N/A,21.9998,3,7.3333,9,8,8,7.5,N/A,23.5,3,7.8333,6,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joanna Krupa,Derek Hough,Model,Poland,Poland,30,9,Eliminated Week 9,4,11.3333,11.3333,11.3333,N/A,33.9999,3,11.3333,1,6,7,7,N/A,20,3,6.6667,7,7,8,8,N/A,23,3,7.6667,3,9,8,9,N/A,26,3,8.6667,3,8,8,8,N/A,24,3,8,4,11.3333,12.3333,12.3333,N/A,35.9999,3,12,1,9,9,9.5,N/A,27.5,3,9.1667,1,8.5,8.5,9,N/A,26,3,8.6667,2,9,9,9,N/A,27,3,9,2,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,7.3333,6.3333,6.3333,N/A,19.9999,3,6.6666,12,6,6,6,N/A,18,3,6,13,0,0,0,N/A,0,3,0,14,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,7.3333,6.3333,6.3333,N/A,19.9999,3,6.6666,12,6,6,6,N/A,18,3,6,13,6,4,5,N/A,15,3,5,12,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,7.3333,5.3333,6.3333,N/A,18.9999,3,6.3333,15,0,0,0,N/A,0,3,0,15,0,0,0,N/A,0,3,0,14,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,10.3333,11.3333,10.3333,N/A,31.999899999999997,3,10.6666,2,9,9,9,N/A,27,3,9,1,8,6,7,N/A,21,3,7,4,6,6,6,N/A,18,3,6,8,8,8,8,N/A,24,3,8,4,10.6666,11.6666,10.6666,N/A,32.9998,3,10.9999,3,8.5,9,9,N/A,26.5,3,8.8333,2,8,8.5,8.5,N/A,25,3,8.3333,4,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,11.3333,8.3333,11.3333,N/A,30.999899999999997,3,10.3333,3,9,9,9,N/A,27,3,9,1,10,7,10,N/A,27,3,9,1,10,8,10,N/A,28,3,9.3333,1,9,9,9,N/A,27,3,9,2,11,10,12,N/A,33,3,11,2,8.5,7.5,8.5,N/A,24.5,3,8.1667,5,9.5,10,10,N/A,29.5,3,9.8333,1,9.3333,9.6666,10,N/A,28.9999,3,9.6666,1,9.4444,9.4444,9.4444,N/A,28.333199999999998,3,9.4444,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,10.3333,9.3333,10.3333,N/A,29.999899999999997,3,10,5,8,9,8,N/A,25,3,8.3333,3,7,7,7,N/A,21,3,7,4,8,8,8,N/A,24,3,8,4,10,9,10,N/A,29,3,9.6667,1,10.3333,10.3333,10.3333,N/A,30.999899999999997,3,10.3333,5,8.5,8.5,9,N/A,26,3,8.6667,3,8.5,8,8.5,N/A,25,3,8.3333,4,8,8.3333,8.3333,N/A,24.666600000000003,3,8.2222,4,9.6666,9.6666,9.6666,N/A,28.9998,3,9.6666,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kelly Osbourne,Louis van Amstel,TV Personality,England,England,24,9,3rd Place,3,9.6666,10.6666,10.6666,N/A,30.9998,3,10.3333,4,6,7,6,N/A,19,3,6.3333,9,7,6,7,N/A,20,3,6.6667,6,8,7,8,N/A,23,3,7.6667,6,8,8,8,N/A,24,3,8,4,8.6666,7.6666,8.6666,N/A,24.9998,3,8.3333,6,8.5,8.5,9,N/A,26,3,8.6667,3,8,8.5,9,N/A,25.5,3,8.5,3,8.6666,8.6666,8.6666,N/A,25.9998,3,8.6666,3,8.5,8.5,8.2222,N/A,25.2222,3,8.4074,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aiden Turner,Edyta Sliwinska,Actor/Actress,England,England,32,10,Eliminated Week 4,9,5,5,5,N/A,15,3,5,10,7,6,6,N/A,19,3,6.3333,8,7,6,7,N/A,20,3,6.6667,7,5.5,5.5,5.5,N/A,16.5,3,5.5,8,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,6,6,6,N/A,18,3,6,6,7,6,7,N/A,20,3,6.6667,6,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7,5,6,N/A,18,3,6,6,7,7,7,N/A,21,3,7,5,7,7,7,N/A,21,3,7,4,6,6,6,N/A,18,3,6,7,6,6,6,N/A,18,3,6,6,8.6666,8.6666,8.6666,N/A,25.9998,3,8.6666,6,8.5,8,8,N/A,24.5,3,8.1667,6,7,7,7.5,N/A,21.5,3,7.1667,5,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,5,4,5,N/A,14,3,4.6667,11,4,4,4,N/A,12,3,4,11,5,4,4,N/A,13,3,4.3333,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6,6,6,N/A,18,3,6,6,6,5,5,N/A,16,3,5.3333,9,7,6,7,N/A,20,3,6.6667,7,7.5,6.5,8,N/A,22,3,7.3333,4,6,6,6,N/A,18,3,6,6,10.3333,10.3333,10.3333,N/A,30.999899999999997,3,10.3333,3,8.5,9,8.5,N/A,26,3,8.6667,3,7.5,7.5,7.5,N/A,22.5,3,7.5,4,8.5,8.5,9,N/A,26,3,8.6667,4,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8,7,8,N/A,23,3,7.6667,2,8,8,8,N/A,24,3,8,2,9,8,9,N/A,26,3,8.6667,1,9,8,9,N/A,26,3,8.6667,1,9,9,9,N/A,27,3,9,2,9,9,9,N/A,27,3,9,5,9,9,9,N/A,27,3,9,1,9,8.5,9,N/A,26.5,3,8.8333,2,10,9.5,10,N/A,29.5,3,9.8333,1,9.3333,8.7777,8.7777,N/A,26.888699999999996,3,8.9629,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pamela Anderson,Damian Whitewood,Model,Canada,Canada,42,10,Eliminated Week 7,6,7,6,8,N/A,21,3,7,3,7,7,8,N/A,22,3,7.3333,4,7,7,7,N/A,21,3,7,4,7.5,7.5,8.5,N/A,23.5,3,7.8333,3,7,6,8,N/A,21,3,7,5,9.6666,9.6666,10.6666,N/A,29.9998,3,9.9999,4,8.5,8.5,8.5,N/A,25.5,3,8.5,4,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9,7,9,N/A,25,3,8.3333,1,10,8,10,N/A,28,3,9.3333,1,8,6,9,N/A,23,3,7.6667,2,8.5,8,8.5,N/A,25,3,8.3333,2,10,9,10,N/A,29,3,9.6667,1,12.3333,10.3333,13.3333,N/A,35.9999,3,12,1,9,9,9,N/A,27,3,9,1,10,9.5,10,N/A,29.5,3,9.8333,1,10,9.5,10,N/A,29.5,3,9.8333,1,9.5,9.5,9.7777,N/A,28.7777,3,9.5926,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7,7,7,N/A,21,3,7,3,8,7,8,N/A,23,3,7.6667,3,8,7,8,N/A,23,3,7.6667,2,6.5,6.5,6.5,N/A,19.5,3,6.5,5,7,7,8,N/A,22,3,7.3333,4,12,10,12,N/A,34,3,11.3333,2,8.5,8.5,8.5,N/A,25.5,3,8.5,4,8.5,9,9,N/A,26.5,3,8.8333,2,9.5,9,9.5,N/A,28,3,9.3333,3,9.2222,8.8888,8.8888,N/A,26.9998,3,8.9999,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,6,5,5,N/A,16,3,5.3333,9,5,5,5,N/A,15,3,5,10,5,5,5,N/A,15,3,5,9,5,5.5,5.5,N/A,16,3,5.3333,9,5,5,5,N/A,15,3,5,8,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,7,6,7,N/A,20,3,6.6667,5,6,7,7,N/A,20,3,6.6667,6,7,7,7,N/A,21,3,7,4,6.5,6.5,6,N/A,19,3,6.3333,6,8,7,8,N/A,23,3,7.6667,3,8.3333,8.3333,8.3333,N/A,24.999899999999997,3,8.3333,7,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5,5,5,N/A,15,3,5,10,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6,6,6,N/A,18,3,6,7,7,6,6,N/A,19,3,6.3333,8,7,6,7,N/A,20,3,6.6667,7,6,6,5.5,N/A,17.5,3,5.8333,6,7,7,7,N/A,21,3,7,6,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8,7,8,N/A,23,3,7.6667,2,8,7,7,N/A,22,3,7.3333,3,8,7,8,N/A,23,3,7.6667,5,7,6.5,6.5,N/A,20,3,6.6667,4,8,5,7,N/A,20,3,6.6667,7,10.3333,9.3333,10.3333,N/A,29.999899999999997,3,10,4,9,8.5,8,8,33.5,4,8.375,5,9.5,9,9.5,N/A,28,3,9.3333,3,10,9,10,N/A,29,3,9.6667,2,9.3333,8.6666,9.3333,N/A,27.333199999999998,3,9.1111,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8,8,8,N/A,24,3,8,1,8,8,8,N/A,24,3,8,1,8,8,8,N/A,24,3,8,2,9.5,9,9.5,N/A,28,3,9.3333,1,8,8,9,N/A,25,3,8.3333,2,9,10,10,N/A,29,3,9.6667,5,9.5,9,9,9,36.5,4,9.125,1,9.5,9.5,9.5,N/A,28.5,3,9.5,1,10,10,10,N/A,30,3,10,1,10,10,10,N/A,30,3,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rick Fox,Cheryl Burke,Athlete,Canada,Canada,41,11,Eliminated Week 7,6,8,7,7,N/A,22,3,7.3333,4,7,7,7,N/A,21,3,7,5,8,8,8,N/A,24,3,8,2,6,7,6.5,N/A,19.5,3,6.5,5,8,8,8,N/A,24,3,8,3,10,10,10,N/A,30,3,10,3,9,8.5,8.5,8.5,34.5,4,8.625,4,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7,5,7,N/A,19,3,6.3333,5,7,7,7,N/A,21,3,7,5,8,8,7,N/A,23,3,7.6667,5,6,5.5,5.5,N/A,17,3,5.6667,7,8,8,8,N/A,24,3,8,3,7.3333,7.3333,7.3333,N/A,21.9999,3,7.3333,7,9.5,8.5,8.5,8.5,35,4,8.75,3,8,8,8,N/A,24,3,8,4,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5,5,5,N/A,15,3,5,10,6,6,6,N/A,18,3,6,9,6,6,6,N/A,18,3,6,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,6,5,5,N/A,16,3,5.3333,9,4,5,3,N/A,12,3,4,11,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7,8,8,N/A,23,3,7.6667,2,7,7,7,N/A,21,3,7,5,8,8,8,N/A,24,3,8,2,8,8,8,N/A,24,3,8,2,9,9,9,N/A,27,3,9,1,11.3333,12.3333,12.3333,N/A,35.9999,3,12,1,9,9,9.5,9,36.5,4,9.125,1,9,9.5,10,N/A,28.5,3,9.5,1,9.5,9.5,9.5,N/A,28.5,3,9.5,3,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,5,5,5,N/A,15,3,5,10,6,6,6,N/A,18,3,6,9,7,6,7,N/A,20,3,6.6667,7,5,4.5,4.5,N/A,14,3,4.6667,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6,7,6,N/A,19,3,6.3333,5,8,8,7,N/A,23,3,7.6667,2,8,9,9,N/A,26,3,8.6667,1,8,7.5,7.5,N/A,23,3,7.6667,3,7,8,8,N/A,23,3,7.6667,5,10.6666,10.6666,10.6666,N/A,31.9998,3,10.6666,2,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6,6,6,N/A,18,3,6,7,7,8,7,N/A,22,3,7.3333,3,6,6,7,N/A,19,3,6.3333,9,5,5.5,5.5,N/A,16,3,5.3333,8,6,6,6,N/A,18,3,6,8,9.6666,8.6666,9.6666,N/A,27.9998,3,9.3333,6,8.5,8,8,8,32.5,4,8.125,6,7.5,8,8,N/A,23.5,3,7.8333,5,8.5,9,9,N/A,26.5,3,8.8333,4,8.3333,9,8.3333,N/A,25.666600000000003,3,8.5555,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8,8,8,N/A,24,3,8,1,7,7,7,N/A,21,3,7,4,7,7,7,N/A,21,3,7,5,8,8,9,N/A,25,3,8.3333,2,8,7,7,N/A,22,3,7.3333,6,8,8,8,N/A,24,3,8,6,9,8.5,7.5,8,33,4,8.25,1,7.5,7.5,8,N/A,23,3,7.6667,5,8,8,8,N/A,24,3,8,4,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7,7,7,N/A,21,3,7,3,6,5,7,N/A,18,3,6,7,7,8,8,N/A,23,3,7.6667,3,9,8,9,N/A,26,3,8.6667,1,9,8,9,N/A,26,3,8.6667,2,10,9,9,N/A,28,3,9.3333,1,8,8.5,7.5,8,32,4,8,3,9,9,9.5,N/A,27.5,3,9.1667,1,12,12,12.5,N/A,36.5,3,12.1667,1,10,9.6666,10,N/A,29.666600000000003,3,9.8889,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8,7,8,N/A,23,3,7.6667,2,7,6,7,N/A,20,3,6.6667,5,7,7,7,N/A,21,3,7,5,7,7,8,N/A,22,3,7.3333,7,8,7,8,N/A,23,3,7.6667,5,8,9,9,N/A,26,3,8.6667,4,8,7,7,8,30,4,7.5,5,8.5,9,9,N/A,26.5,3,8.8333,3,9,9,9,N/A,27,3,9,3,9.3333,9.3333,9.3333,N/A,27.999899999999997,3,9.3333,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hines Ward,Kym Johnson,Athlete,South Korea,South Korea,35,12,1st Place,1,7,7,7,N/A,21,3,7,3,8,7,8,N/A,23,3,7.6667,1,9,8,8,N/A,25,3,8.3333,1,9,8,8,N/A,25,3,8.3333,2,9,9,9,N/A,27,3,9,1,9,9,9,N/A,27,3,9,3,8,8,8,9,33,4,8.25,1,9,9,9,N/A,27,3,9,2,10,10,10,N/A,30,3,10,2,10,9.6666,10,N/A,29.666600000000003,3,9.8889,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,6,5,6,N/A,17,3,5.6667,9,6,5,6,N/A,17,3,5.6667,9,7,6,7,N/A,20,3,6.6667,8,7,7,7,N/A,21,3,7,8,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,7,6,6,N/A,19,3,6.3333,5,8,7,8,N/A,23,3,7.6667,1,7,7,7,N/A,21,3,7,5,8,7,8,N/A,23,3,7.6667,4,9,8,9,N/A,26,3,8.6667,2,7,8,7,N/A,22,3,7.3333,7,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
