celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_judge_score_sum,week1_judge_count,week1_judge_score_avg,week1_judge_score_avg_rank,week2_judge_score_sum,week2_judge_count,week2_judge_score_avg,week2_judge_score_avg_rank,week3_judge_score_sum,week3_judge_count,week3_judge_score_avg,week3_judge_score_avg_rank,week4_judge_score_sum,week4_judge_count,week4_judge_score_avg,week4_judge_score_avg_rank,week5_judge_score_sum,week5_judge_count,week5_judge_score_avg,week5_judge_score_avg_rank,week6_judge_score_sum,week6_judge_count,week6_judge_score_avg,week6_judge_score_avg_rank,week7_judge_score_sum,week7_judge_count,week7_judge_score_avg,week7_judge_score_avg_rank,week8_judge_score_sum,week8_judge_count,week8_judge_score_avg,week8_judge_score_avg_rank,week9_judge_score_sum,week9_judge_count,week9_judge_score_avg,week9_judge_score_avg_rank,week10_judge_score_sum,week10_judge_count,week10_judge_score_avg,week10_judge_score_avg_rank,week11_judge_score_sum,week11_judge_count,week11_judge_score_avg,week11_judge_score_avg_rank
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,6.0,6.0,6.0,,7.0,7.0,7.0,,5.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,3,6.0,7,21.0,3,7.0,5,16.0,3,5.333333333333333,10,0.0,3,0.0,12,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,6.0,7.0,6.0,,6.0,5.0,6.0,,8.0,8.0,8.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,19.0,3,6.333333333333333,6,17.0,3,5.666666666666667,11,24.0,3,8.0,5,22.0,3,7.333333333333333,6,22.0,3,7.333333333333333,6,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,7.0,5.0,7.0,,6.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,16.0,3,5.333333333333333,11,20.0,3,6.666666666666667,6,20.0,3,6.666666666666667,8,19.0,3,6.333333333333333,8,20.0,3,6.666666666666667,8,22.0,3,7.333333333333333,6,21.0,3,7.0,7,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,5.0,4.0,5.0,,7.0,6.0,7.0,,8.0,8.0,7.0,,9.0,8.0,8.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,0.0,0.0,0.0,,14.0,3,4.666666666666667,12,20.0,3,6.666666666666667,6,23.0,3,7.666666666666667,6,25.0,3,8.333333333333334,4,21.0,3,7.0,7,18.0,3,6.0,7,24.0,3,8.0,6,26.0,3,8.666666666666666,3,23.0,3,7.666666666666667,5,24.0,3,8.0,4,0.0,3,0.0,4
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,8.0,8.0,7.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,9.0,8.0,9.0,,9.5,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,23.0,3,7.666666666666667,2,24.0,3,8.0,3,27.0,3,9.0,1,25.0,3,8.333333333333334,4,26.0,3,8.666666666666666,2,26.0,3,8.666666666666666,3,28.0,3,9.333333333333334,2,26.0,3,8.666666666666666,3,28.0,3,9.333333333333334,2,28.0,3,9.333333333333334,2,30.0,3,10.0,1
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,5.0,4.0,4.0,,6.0,5.0,6.0,,4.0,3.0,3.0,,4.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,13.0,3,4.333333333333333,13,17.0,3,5.666666666666667,11,10.0,3,3.3333333333333335,12,12.0,3,4.0,11,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,6.0,6.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,17.0,3,5.666666666666667,9,18.0,3,6.0,9,0.0,3,0.0,13,0.0,3,0.0,12,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,6.0,7.0,7.0,,6.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,7.0,,7.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,20.0,3,6.666666666666667,5,20.0,3,6.666666666666667,6,23.0,3,7.666666666666667,6,22.0,3,7.333333333333333,6,23.0,3,7.666666666666667,5,23.0,3,7.666666666666667,5,27.0,3,9.0,3,25.5,3,8.5,5,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,8.0,9.0,,9.0,8.0,10.0,,9.0,8.0,9.0,,10.0,8.0,10.0,,9.0,8.0,9.0,,9.0,9.0,10.0,,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,21.0,3,7.0,4,23.0,3,7.666666666666667,4,25.0,3,8.333333333333334,4,27.0,3,9.0,3,26.0,3,8.666666666666666,2,28.0,3,9.333333333333334,1,26.0,3,8.666666666666666,5,28.0,3,9.333333333333334,1,26.0,3,8.666666666666666,4,0.0,3,0.0,5,0.0,3,0.0,4
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,6.0,5.0,6.0,,5.0,4.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,17.0,3,5.666666666666667,9,14.0,3,4.666666666666667,13,15.0,3,5.0,11,15.0,3,5.0,10,18.0,3,6.0,9,16.0,3,5.333333333333333,8,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,6.0,6.0,,5.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,3,6.0,7,18.0,3,6.0,9,17.0,3,5.666666666666667,9,16.0,3,5.333333333333333,9,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,7.5,7.5,8.0,,9.5,9.5,9.5,,9.0,9.5,9.0,,9.5,9.5,9.5,,23.0,3,7.666666666666667,2,26.0,3,8.666666666666666,2,27.0,3,9.0,1,29.0,3,9.666666666666666,2,25.0,3,8.333333333333334,4,27.0,3,9.0,2,29.0,3,9.666666666666666,1,23.0,3,7.666666666666667,6,28.5,3,9.5,1,27.5,3,9.166666666666666,3,28.5,3,9.5,3
Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,Eliminated Week 1,16,6.3333,7.3333,5.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.9999,3,6.3333,15,0.0,3,0.0,15,0.0,3,0.0,14,0.0,3,0.0,12,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,Eliminated Week 3,12,8.0,7.0,7.0,,7.0,7.0,7.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.0,3,7.333333333333333,10,21.0,3,7.0,4,17.0,3,5.666666666666667,10,0.0,3,0.0,12,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,9,Eliminated Week 6,9,8.0,8.0,8.0,,7.0,6.0,6.0,,6.0,6.0,7.0,,9.0,9.0,10.0,,8.0,8.0,7.0,,8.3333,8.3333,7.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,24.0,3,8.0,9,19.0,3,6.333333333333333,9,19.0,3,6.333333333333333,8,28.0,3,9.333333333333334,1,23.0,3,7.666666666666667,7,23.9999,3,7.9999666666666664,8,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,9,Eliminated Week 7,6,9.6666,9.6666,9.6666,,7.0,7.0,7.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,9.0,9.0,8.0,,11.0,11.0,10.0,,7.0,7.5,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,28.9998,3,9.6666,6,21.0,3,7.0,4,18.0,3,6.0,9,22.0,3,7.333333333333333,7,26.0,3,8.666666666666666,3,32.0,3,10.666666666666666,4,21.5,3,7.166666666666667,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,9,Eliminated Week 4,11,8.0,7.0,7.0,,6.0,7.0,6.0,,6.0,5.0,6.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.0,3,7.333333333333333,10,19.0,3,6.333333333333333,9,17.0,3,5.666666666666667,10,17.0,3,5.666666666666667,9,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,9,Eliminated Week 5,10,9.6666,8.6666,8.6666,,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,26.9998,3,8.999933333333333,7,21.0,3,7.0,4,26.0,3,8.666666666666666,2,24.0,3,8.0,4,22.0,3,7.333333333333333,8,0.0,3,0.0,10,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,9,Eliminated Week 6,8,8.6666,9.6666,8.6666,,6.0,7.0,6.0,,8.0,5.0,7.0,,5.0,5.0,6.0,,7.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,26.9998,3,8.999933333333333,7,19.0,3,6.333333333333333,9,20.0,3,6.666666666666667,6,16.0,3,5.333333333333333,10,22.0,3,7.333333333333333,8,24.0,3,8.0,7,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,9,Eliminated Week 7,7,7.0,6.0,6.0,,7.0,7.0,6.0,,5.0,4.0,5.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,6.6666,8.6666,6.6666,,8.0,8.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,3,6.333333333333333,14,20.0,3,6.666666666666667,7,14.0,3,4.666666666666667,13,16.0,3,5.333333333333333,10,21.0,3,7.0,10,21.9998,3,7.333266666666667,9,23.5,3,7.833333333333333,6,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Joanna Krupa,Derek Hough,Model,,Poland,30,9,Eliminated Week 9,4,11.3333,11.3333,11.3333,,6.0,7.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,,8.5,8.5,9.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,,,,,33.9999,3,11.3333,1,20.0,3,6.666666666666667,7,23.0,3,7.666666666666667,3,26.0,3,8.666666666666666,3,24.0,3,8.0,4,35.9999,3,11.999966666666666,1,27.5,3,9.166666666666666,1,26.0,3,8.666666666666666,2,27.0,3,9.0,2,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,7.3333,6.3333,6.3333,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.9999,3,6.666633333333333,12,18.0,3,6.0,13,0.0,3,0.0,14,0.0,3,0.0,12,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,7.3333,6.3333,6.3333,,6.0,6.0,6.0,,6.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.9999,3,6.666633333333333,12,18.0,3,6.0,13,15.0,3,5.0,12,0.0,3,0.0,12,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,7.3333,5.3333,6.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.9999,3,6.3333,15,0.0,3,0.0,15,0.0,3,0.0,14,0.0,3,0.0,12,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,10.3333,11.3333,10.3333,,9.0,9.0,9.0,,8.0,6.0,7.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,10.6666,11.6666,10.6666,,8.5,9.0,9.0,,8.0,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,31.999899999999997,3,10.666633333333332,2,27.0,3,9.0,1,21.0,3,7.0,4,18.0,3,6.0,8,24.0,3,8.0,4,32.9998,3,10.999933333333333,3,26.5,3,8.833333333333334,2,25.0,3,8.333333333333334,4,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,11.3333,8.3333,11.3333,,9.0,9.0,9.0,,10.0,7.0,10.0,,10.0,8.0,10.0,,9.0,9.0,9.0,,11.0,10.0,12.0,,8.5,7.5,8.5,,9.5,10.0,10.0,,9.3333,9.6666,10.0,,9.4444,9.4444,9.4444,,,,,,30.999899999999997,3,10.3333,3,27.0,3,9.0,1,27.0,3,9.0,1,28.0,3,9.333333333333334,1,27.0,3,9.0,2,33.0,3,11.0,2,24.5,3,8.166666666666666,5,29.5,3,9.833333333333334,1,28.9999,3,9.666633333333333,1,28.333199999999998,3,9.4444,2,N/A,N/A,N/A,N/A
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,10.3333,9.3333,10.3333,,8.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.3333,10.3333,10.3333,,8.5,8.5,9.0,,8.5,8.0,8.5,,8.0,8.3333,8.3333,,9.6666,9.6666,9.6666,,,,,,29.999899999999997,3,9.999966666666666,5,25.0,3,8.333333333333334,3,21.0,3,7.0,4,24.0,3,8.0,4,29.0,3,9.666666666666666,1,30.999899999999997,3,10.3333,5,26.0,3,8.666666666666666,3,25.0,3,8.333333333333334,4,24.666600000000003,3,8.2222,4,28.9998,3,9.6666,1,N/A,N/A,N/A,N/A
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,9.6666,10.6666,10.6666,,6.0,7.0,6.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,8.6666,7.6666,8.6666,,8.5,8.5,9.0,,8.0,8.5,9.0,,8.6666,8.6666,8.6666,,8.5,8.5,8.2222,,,,,,30.9998,3,10.333266666666667,4,19.0,3,6.333333333333333,9,20.0,3,6.666666666666667,6,23.0,3,7.666666666666667,6,24.0,3,8.0,4,24.9998,3,8.333266666666667,6,26.0,3,8.666666666666666,3,25.5,3,8.5,3,25.9998,3,8.6666,3,25.2222,3,8.4074,3,N/A,N/A,N/A,N/A
Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,10,Eliminated Week 4,9,5.0,5.0,5.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,5.5,5.5,5.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,3,5.0,10,19.0,3,6.333333333333333,8,20.0,3,6.666666666666667,7,16.5,3,5.5,8,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,6.0,6.0,6.0,,7.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,3,6.0,6,20.0,3,6.666666666666667,6,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7.0,5.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,8.6666,8.6666,8.6666,,8.5,8.0,8.0,,7.0,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,3,6.0,6,21.0,3,7.0,5,21.0,3,7.0,4,18.0,3,6.0,7,18.0,3,6.0,6,25.9998,3,8.6666,6,24.5,3,8.166666666666666,6,21.5,3,7.166666666666667,5,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,5.0,4.0,5.0,,4.0,4.0,4.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,14.0,3,4.666666666666667,11,12.0,3,4.0,11,13.0,3,4.333333333333333,10,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,6.0,7.0,,7.5,6.5,8.0,,6.0,6.0,6.0,,10.3333,10.3333,10.3333,,8.5,9.0,8.5,,7.5,7.5,7.5,,8.5,8.5,9.0,,0.0,0.0,0.0,,,,,,18.0,3,6.0,6,16.0,3,5.333333333333333,9,20.0,3,6.666666666666667,7,22.0,3,7.333333333333333,4,18.0,3,6.0,6,30.999899999999997,3,10.3333,3,26.0,3,8.666666666666666,3,22.5,3,7.5,4,26.0,3,8.666666666666666,4,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,8.5,9.0,,10.0,9.5,10.0,,9.3333,8.7777,8.7777,,,,,,23.0,3,7.666666666666667,2,24.0,3,8.0,2,26.0,3,8.666666666666666,1,26.0,3,8.666666666666666,1,27.0,3,9.0,2,27.0,3,9.0,5,27.0,3,9.0,1,26.5,3,8.833333333333334,2,29.5,3,9.833333333333334,1,26.888699999999996,3,8.9629,3,N/A,N/A,N/A,N/A
Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,Eliminated Week 7,6,7.0,6.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,7.5,7.5,8.5,,7.0,6.0,8.0,,9.6666,9.6666,10.6666,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,3,7.0,3,22.0,3,7.333333333333333,4,21.0,3,7.0,4,23.5,3,7.833333333333333,3,21.0,3,7.0,5,29.9998,3,9.999933333333333,4,25.5,3,8.5,4,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9.0,7.0,9.0,,10.0,8.0,10.0,,8.0,6.0,9.0,,8.5,8.0,8.5,,10.0,9.0,10.0,,12.3333,10.3333,13.3333,,9.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.5,10.0,,9.5,9.5,9.7777,,,,,,25.0,3,8.333333333333334,1,28.0,3,9.333333333333334,1,23.0,3,7.666666666666667,2,25.0,3,8.333333333333334,2,29.0,3,9.666666666666666,1,35.9999,3,11.999966666666666,1,27.0,3,9.0,1,29.5,3,9.833333333333334,1,29.5,3,9.833333333333334,1,28.7777,3,9.592566666666666,1,N/A,N/A,N/A,N/A
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,8.0,,6.5,6.5,6.5,,7.0,7.0,8.0,,12.0,10.0,12.0,,8.5,8.5,8.5,,8.5,9.0,9.0,,9.5,9.0,9.5,,9.2222,8.8888,8.8888,,,,,,21.0,3,7.0,3,23.0,3,7.666666666666667,3,23.0,3,7.666666666666667,2,19.5,3,6.5,5,22.0,3,7.333333333333333,4,34.0,3,11.333333333333334,2,25.5,3,8.5,4,26.5,3,8.833333333333334,2,28.0,3,9.333333333333334,3,26.9998,3,8.999933333333333,2,N/A,N/A,N/A,N/A
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.5,5.5,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,3,5.333333333333333,9,15.0,3,5.0,10,15.0,3,5.0,9,16.0,3,5.333333333333333,9,15.0,3,5.0,8,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
