celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,judge_score_avg
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,6,
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,7,
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,8,
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,9,
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,10,
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,11,
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,1,8.0
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,2,8.6667
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,3,8.6667
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,4,9.0
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,5,9.3333
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,6,9.0
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,7,9.8333
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,8,10.0
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,9,9.6667
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,10,9.375
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,11,9.8888
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,1,8.0
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,2,8.3333
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,3,8.3333
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,4,9.0
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,5,8.6667
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,6,10.6666
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,7,9.0
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,8,8.3333
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,9,9.3333
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,10,
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,11,
Jack Osbourne,Cheryl Burke,TV Personality,England,England,27,17,3rd Place,3,1,7.6667
Jack Osbourne,Cheryl Burke,TV Personality,England,England,27,17,3rd Place,3,2,8.0
Jack Osbourne,Cheryl Burke,TV Personality,England,England,27,17,3rd Place,3,3,7.3333
Jack Osbourne,Cheryl Burke,TV Personality,England,England,27,17,3rd Place,3,4,8.0
Jack Osbourne,Cheryl Burke,TV Personality,England,England,27,17,3rd Place,3,5,9.0
Jack Osbourne,Cheryl Burke,TV Personality,England,England,27,17,3rd Place,3,6,8.9999
Jack Osbourne,Cheryl Burke,TV Personality,England,England,27,17,3rd Place,3,7,9.5
Jack Osbourne,Cheryl Burke,TV Personality,England,England,27,17,3rd Place,3,8,10.0
Jack Osbourne,Cheryl Burke,TV Personality,England,England,27,17,3rd Place,3,9,9.0
Jack Osbourne,Cheryl Burke,TV Personality,England,England,27,17,3rd Place,3,10,8.875
Jack Osbourne,Cheryl Burke,TV Personality,England,England,27,17,3rd Place,3,11,9.3333
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,1,5.6667
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,2,6.0
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,3,
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,4,
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,5,
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,6,
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,7,
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,8,
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,9,
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,10,
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,11,
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,1,7.0
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,2,8.0
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,3,8.0
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,4,8.0
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,5,7.3333
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,6,9.3333
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,7,8.8333
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,8,9.3333
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,9,9.0
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,10,8.125
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,11,
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Chile,Chile,25,17,Eliminated Week 7,8,1,7.6667
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Chile,Chile,25,17,Eliminated Week 7,8,2,6.6667
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Chile,Chile,25,17,Eliminated Week 7,8,3,8.3333
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Chile,Chile,25,17,Eliminated Week 7,8,4,8.0
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Chile,Chile,25,17,Eliminated Week 7,8,5,9.0
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Chile,Chile,25,17,Eliminated Week 7,8,6,10.0
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Chile,Chile,25,17,Eliminated Week 7,8,7,9.0
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Chile,Chile,25,17,Eliminated Week 7,8,8,
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Chile,Chile,25,17,Eliminated Week 7,8,9,
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Chile,Chile,25,17,Eliminated Week 7,8,10,
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Chile,Chile,25,17,Eliminated Week 7,8,11,
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,1,7.0
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,2,6.3333
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,3,5.3333
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,4,6.0
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,5,
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,6,
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,7,
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,8,
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,9,
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,10,
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,11,
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,1,8.0
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,2,8.0
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,3,9.0
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,4,8.5
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,5,9.25
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,6,9.5
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,7,9.375
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8,10.0
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,9,9.75
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,10,9.8889
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,11,
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,1,5.0
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,2,5.0
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,3,
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,4,
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,5,
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,6,
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,7,
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,8,
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,9,
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,10,
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,11,
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,1,8.3333
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,2,7.0
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,3,8.0
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,4,7.0
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,5,8.75
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,6,8.0
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,7,9.25
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,8,9.0
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,9,9.0
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,10,8.6666
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,11,
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,1,9.0
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,2,8.3333
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,3,9.0
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,4,8.25
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,5,9.25
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,6,9.0
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,7,8.875
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,8,10.0
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,9.5
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,10,
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,11,
Cody Simpson,Witney Carson,Singer/Rapper,Australia,Australia,17,18,Eliminated Week 5,9,1,7.3333
Cody Simpson,Witney Carson,Singer/Rapper,Australia,Australia,17,18,Eliminated Week 5,9,2,7.3333
Cody Simpson,Witney Carson,Singer/Rapper,Australia,Australia,17,18,Eliminated Week 5,9,3,8.75
Cody Simpson,Witney Carson,Singer/Rapper,Australia,Australia,17,18,Eliminated Week 5,9,4,7.75
Cody Simpson,Witney Carson,Singer/Rapper,Australia,Australia,17,18,Eliminated Week 5,9,5,8.5
Cody Simpson,Witney Carson,Singer/Rapper,Australia,Australia,17,18,Eliminated Week 5,9,6,
Cody Simpson,Witney Carson,Singer/Rapper,Australia,Australia,17,18,Eliminated Week 5,9,7,
Cody Simpson,Witney Carson,Singer/Rapper,Australia,Australia,17,18,Eliminated Week 5,9,8,
Cody Simpson,Witney Carson,Singer/Rapper,Australia,Australia,17,18,Eliminated Week 5,9,9,
Cody Simpson,Witney Carson,Singer/Rapper,Australia,Australia,17,18,Eliminated Week 5,9,10,
Cody Simpson,Witney Carson,Singer/Rapper,Australia,Australia,17,18,Eliminated Week 5,9,11,
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,1,8.0
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,2,8.0
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,3,9.0
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,4,8.0
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,5,9.75
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,6,9.0
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,7,9.0
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8,9.5
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,9,
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,10,
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,11,
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,1,6.0
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,2,
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,3,
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,4,
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,5,
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,6,
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,7,
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,8,
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,9,
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,10,
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,11,
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,1,7.0
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,2,7.0
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,3,7.5
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,4,8.25
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,5,7.0
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,6,8.0
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7,
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,8,
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,9,
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,10,
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,11,
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,1,7.0
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,2,8.3333
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,3,9.0
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,4,8.75
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,5,10.0
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,6,8.75
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,7,8.75
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,8,9.0
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,9,9.5
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,10,9.6667
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,11,
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,1,8.0
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,2,8.3333
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,3,9.75
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,4,9.75
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,5,9.0
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,6,10.0
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,7,9.75
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8,9.0
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,9,10.0
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,10,10.0
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,11,
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,1,7.0
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,2,7.0
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,3,7.75
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,4,8.0
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,5,9.0
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,6,8.25
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7,8.25
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,8,
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,9,
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,10,
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,11,
Sean Avery,Karina Smirnoff,Athlete,Canada,Canada,33,18,Eliminated Week 2,11,1,6.6667
Sean Avery,Karina Smirnoff,Athlete,Canada,Canada,33,18,Eliminated Week 2,11,2,7.0
Sean Avery,Karina Smirnoff,Athlete,Canada,Canada,33,18,Eliminated Week 2,11,3,
Sean Avery,Karina Smirnoff,Athlete,Canada,Canada,33,18,Eliminated Week 2,11,4,
Sean Avery,Karina Smirnoff,Athlete,Canada,Canada,33,18,Eliminated Week 2,11,5,
Sean Avery,Karina Smirnoff,Athlete,Canada,Canada,33,18,Eliminated Week 2,11,6,
Sean Avery,Karina Smirnoff,Athlete,Canada,Canada,33,18,Eliminated Week 2,11,7,
Sean Avery,Karina Smirnoff,Athlete,Canada,Canada,33,18,Eliminated Week 2,11,8,
Sean Avery,Karina Smirnoff,Athlete,Canada,Canada,33,18,Eliminated Week 2,11,9,
Sean Avery,Karina Smirnoff,Athlete,Canada,Canada,33,18,Eliminated Week 2,11,10,
Sean Avery,Karina Smirnoff,Athlete,Canada,Canada,33,18,Eliminated Week 2,11,11,
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,1,9.0
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,2,8.0
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,3,8.0
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,4,10.0
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,5,8.5
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,6,9.75
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,7,8.5
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,8,10.25
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9,9.625
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,10,9.375
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,11,10.0
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Italy,Italy,42,19,Eliminated Week 7,8,1,6.25
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Italy,Italy,42,19,Eliminated Week 7,8,2,7.75
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Italy,Italy,42,19,Eliminated Week 7,8,3,7.25
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Italy,Italy,42,19,Eliminated Week 7,8,4,7.25
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Italy,Italy,42,19,Eliminated Week 7,8,5,7.0
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Italy,Italy,42,19,Eliminated Week 7,8,6,7.0
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Italy,Italy,42,19,Eliminated Week 7,8,7,7.375
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Italy,Italy,42,19,Eliminated Week 7,8,8,
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Italy,Italy,42,19,Eliminated Week 7,8,9,
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Italy,Italy,42,19,Eliminated Week 7,8,10,
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Italy,Italy,42,19,Eliminated Week 7,8,11,
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,1,8.0
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,2,8.25
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,3,10.0
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,4,8.25
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,5,8.0
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,6,9.0
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,7,9.375
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8,10.0
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,9,9.25
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,10,9.5
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,11,9.5
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,1,5.0
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,2,7.0
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,3,7.25
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,4,7.25
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5,
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,6,
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,7,
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,8,
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,9,
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,10,
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,11,
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,1,7.25
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,2,8.5
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,3,10.0
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,4,9.0
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,5,8.25
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,6,8.25
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7,8.375
